url,status,linkedFrom,error
"/therapists/bruno-3890ba48","404","",""
"/therapists/carlos-luis-pena-fd794a8e","404","",""
"/therapists/david-213c8e32","404","",""
"/therapists/kevinos-beaf90c6","404","",""
"/therapists/tamerat-molla-83ce3629","404","",""
